Pavarde        Vardas         vidurkis            mediana             
Vardas2707     Pavarde2707    3                   3.4                 
Vardas1461     Pavarde1461    3                   2.6                 
Vardas5768     Pavarde5768    3                   3.4                 
Vardas9937     Pavarde9937    3                   3                   
Vardas3963     Pavarde3963    3                   3                   
Vardas255      Pavarde255     3                   3                   
Vardas5908     Pavarde5908    3                   3.4                 
Vardas1778     Pavarde1778    3                   3                   
Vardas8603     Pavarde8603    3                   2.6                 
Vardas1976     Pavarde1976    3                   2.6                 
Vardas9211     Pavarde9211    3                   2.2                 
Vardas9792     Pavarde9792    3                   3                   
Vardas6481     Pavarde6481    3                   3.2                 
Vardas2352     Pavarde2352    3                   2.4                 
Vardas1024     Pavarde1024    3                   2.4                 
Vardas5137     Pavarde5137    3                   3.2                 
Vardas2821     Pavarde2821    3                   2.4                 
Vardas9330     Pavarde9330    3                   2.4                 
Vardas2551     Pavarde2551    3                   3.2                 
Vardas4772     Pavarde4772    3                   2.4                 
Vardas2320     Pavarde2320    3                   3.2                 
Vardas8650     Pavarde8650    3                   2.8                 
Vardas9450     Pavarde9450    3                   2.8                 
Vardas4034     Pavarde4034    3                   2.4                 
Vardas6474     Pavarde6474    3                   2                   
Vardas601      Pavarde601     3                   2.8                 
Vardas6589     Pavarde6589    3                   2.8                 
Vardas1142     Pavarde1142    3                   2.4                 
Vardas1007     Pavarde1007    3                   2.8                 
Vardas335      Pavarde335     3                   3.2                 
Vardas7749     Pavarde7749    3                   3.2                 
Vardas1706     Pavarde1706    3                   3.2                 
Vardas6103     Pavarde6103    3                   2.4                 
Vardas2735     Pavarde2735    3                   2.4                 
Vardas3377     Pavarde3377    3                   2.4                 
Vardas5024     Pavarde5024    3                   3.2                 
Vardas688      Pavarde688     3                   2.4                 
Vardas1403     Pavarde1403    3                   2.4                 
Vardas3332     Pavarde3332    3                   3.2                 
Vardas8373     Pavarde8373    3                   2.8                 
Vardas9855     Pavarde9855    3                   2.4                 
Vardas3484     Pavarde3484    3                   2.4                 
Vardas1220     Pavarde1220    3                   2.8                 
Vardas7844     Pavarde7844    3                   2.4                 
Vardas5598     Pavarde5598    3                   2.8                 
Vardas2961     Pavarde2961    3                   2.8                 
Vardas4347     Pavarde4347    3                   2.4                 
Vardas3693     Pavarde3693    3                   2.8                 
Vardas1849     Pavarde1849    3                   2.8                 
Vardas9550     Pavarde9550    3                   3.6                 
Vardas6205     Pavarde6205    3                   2.8                 
Vardas5848     Pavarde5848    3                   3.6                 
Vardas5527     Pavarde5527    3                   2.8                 
Vardas8617     Pavarde8617    3                   2.8                 
Vardas5753     Pavarde5753    2.9                 2.6                 
Vardas8233     Pavarde8233    2.9                 3.4                 
Vardas3489     Pavarde3489    2.9                 3                   
Vardas2005     Pavarde2005    2.9                 3                   
Vardas3475     Pavarde3475    2.9                 3                   
Vardas2223     Pavarde2223    2.9                 3                   
Vardas3146     Pavarde3146    2.9                 2.6                 
Vardas4206     Pavarde4206    2.9                 3                   
Vardas723      Pavarde723     2.9                 3                   
Vardas8506     Pavarde8506    2.9                 3                   
Vardas3756     Pavarde3756    2.9                 3                   
Vardas9734     Pavarde9734    2.9                 3.4                 
Vardas2481     Pavarde2481    2.9                 3                   
Vardas8275     Pavarde8275    2.9                 2.6                 
Vardas2489     Pavarde2489    2.9                 3                   
Vardas354      Pavarde354     2.9                 3                   
Vardas38       Pavarde38      2.9                 3                   
Vardas2668     Pavarde2668    2.9                 3.4                 
Vardas7408     Pavarde7408    2.9                 2.6                 
Vardas8184     Pavarde8184    2.9                 2.6                 
Vardas8926     Pavarde8926    2.9                 3                   
Vardas4543     Pavarde4543    2.9                 3.4                 
Vardas6944     Pavarde6944    2.9                 3                   
Vardas8658     Pavarde8658    2.9                 3                   
Vardas1040     Pavarde1040    2.9                 3                   
Vardas4860     Pavarde4860    2.9                 3                   
Vardas1417     Pavarde1417    2.9                 2.6                 
Vardas290      Pavarde290     2.9                 3                   
Vardas4252     Pavarde4252    2.9                 2.6                 
Vardas1028     Pavarde1028    2.9                 3                   
Vardas3917     Pavarde3917    2.9                 2.2                 
Vardas605      Pavarde605     2.9                 3.4                 
Vardas1529     Pavarde1529    2.9                 2.6                 
Vardas9318     Pavarde9318    2.9                 2.6                 
Vardas3865     Pavarde3865    2.9                 3                   
Vardas2192     Pavarde2192    2.9                 2.6                 
Vardas3932     Pavarde3932    2.9                 3                   
Vardas7377     Pavarde7377    2.9                 3                   
Vardas4358     Pavarde4358    2.9                 3                   
Vardas8357     Pavarde8357    2.9                 3                   
Vardas9598     Pavarde9598    2.9                 3                   
Vardas607      Pavarde607     2.9                 3                   
Vardas4917     Pavarde4917    2.9                 2.6                 
Vardas8897     Pavarde8897    2.9                 3.4                 
Vardas4290     Pavarde4290    2.9                 3                   
Vardas6771     Pavarde6771    2.9                 3                   
Vardas6016     Pavarde6016    2.9                 3.4                 
Vardas6625     Pavarde6625    2.9                 3.4                 
Vardas966      Pavarde966     2.9                 2.2                 
Vardas4729     Pavarde4729    2.9                 3                   
Vardas7082     Pavarde7082    2.9                 3                   
Vardas7903     Pavarde7903    2.9                 3.8                 
Vardas8327     Pavarde8327    2.9                 2.6                 
Vardas4817     Pavarde4817    2.9                 3                   
Vardas10000    Pavarde10000   2.9                 3                   
Vardas1591     Pavarde1591    2.9                 3                   
Vardas608      Pavarde608     2.9                 2.2                 
Vardas5499     Pavarde5499    2.9                 3                   
Vardas659      Pavarde659     2.9                 3                   
Vardas6781     Pavarde6781    2.9                 2.6                 
Vardas9894     Pavarde9894    2.9                 3.4                 
Vardas5795     Pavarde5795    2.9                 2.8                 
Vardas6294     Pavarde6294    2.9                 2.4                 
Vardas9765     Pavarde9765    2.9                 2.4                 
Vardas3730     Pavarde3730    2.9                 2.8                 
Vardas8998     Pavarde8998    2.9                 2.4                 
Vardas6865     Pavarde6865    2.9                 3.2                 
Vardas6216     Pavarde6216    2.9                 2.4                 
Vardas6901     Pavarde6901    2.9                 2.8                 
Vardas1120     Pavarde1120    2.9                 3.2                 
Vardas1098     Pavarde1098    2.9                 2.4                 
Vardas205      Pavarde205     2.9                 2                   
Vardas6969     Pavarde6969    2.9                 2.4                 
Vardas9973     Pavarde9973    2.9                 2.4                 
Vardas7670     Pavarde7670    2.9                 2.8                 
Vardas5966     Pavarde5966    2.9                 2.4                 
Vardas5486     Pavarde5486    2.9                 3.6                 
Vardas9190     Pavarde9190    2.9                 3.2                 
Vardas7054     Pavarde7054    2.9                 2.4                 
Vardas357      Pavarde357     2.9                 2.4                 
Vardas2183     Pavarde2183    2.9                 2.8                 
Vardas4245     Pavarde4245    2.9                 2.4                 
Vardas1906     Pavarde1906    2.9                 2.4                 
Vardas8825     Pavarde8825    2.9                 2                   
Vardas4227     Pavarde4227    2.9                 2.8                 
Vardas6693     Pavarde6693    2.9                 2.8                 
Vardas4160     Pavarde4160    2.9                 3.2                 
Vardas2652     Pavarde2652    2.9                 2.8                 
Vardas5612     Pavarde5612    2.9                 3.2                 
Vardas4662     Pavarde4662    2.9                 2.8                 
Vardas3108     Pavarde3108    2.9                 2.8                 
Vardas8912     Pavarde8912    2.9                 3.2                 
Vardas9473     Pavarde9473    2.9                 2                   
Vardas4714     Pavarde4714    2.9                 2.8                 
Vardas9522     Pavarde9522    2.9                 2.8                 
Vardas8984     Pavarde8984    2.9                 2.4                 
Vardas9578     Pavarde9578    2.9                 3.2                 
Vardas2893     Pavarde2893    2.9                 2.4                 
Vardas8087     Pavarde8087    2.9                 2.8                 
Vardas5135     Pavarde5135    2.9                 2.4                 
Vardas3885     Pavarde3885    2.9                 2.4                 
Vardas6410     Pavarde6410    2.9                 2.8                 
Vardas2101     Pavarde2101    2.9                 3.2                 
Vardas3820     Pavarde3820    2.8                 3.4                 
Vardas951      Pavarde951     2.8                 3.4                 
Vardas1609     Pavarde1609    2.8                 3.4                 
Vardas9397     Pavarde9397    2.8                 2.6                 
Vardas4418     Pavarde4418    2.8                 2.6                 
Vardas3636     Pavarde3636    2.8                 3                   
Vardas681      Pavarde681     2.8                 3                   
Vardas2243     Pavarde2243    2.8                 3                   
Vardas7386     Pavarde7386    2.8                 2.6                 
Vardas5885     Pavarde5885    2.8                 3.8                 
Vardas23       Pavarde23      2.8                 3                   
Vardas6876     Pavarde6876    2.8                 2.6                 
Vardas1538     Pavarde1538    2.8                 3.4                 
Vardas7301     Pavarde7301    2.8                 2.6                 
Vardas4508     Pavarde4508    2.8                 2.6                 
Vardas1958     Pavarde1958    2.8                 3                   
Vardas4267     Pavarde4267    2.8                 3                   
Vardas9335     Pavarde9335    2.8                 3.4                 
Vardas983      Pavarde983     2.8                 3                   
Vardas9089     Pavarde9089    2.8                 3                   
Vardas6379     Pavarde6379    2.8                 2.6                 
Vardas4897     Pavarde4897    2.8                 2.6                 
Vardas9282     Pavarde9282    2.8                 2.6                 
Vardas5545     Pavarde5545    2.8                 3                   
Vardas9505     Pavarde9505    2.8                 2.6                 
Vardas3372     Pavarde3372    2.8                 2.2                 
Vardas6641     Pavarde6641    2.8                 3.4                 
Vardas6929     Pavarde6929    2.8                 3                   
Vardas3934     Pavarde3934    2.8                 2.6                 
Vardas1883     Pavarde1883    2.8                 3.4                 
Vardas7363     Pavarde7363    2.8                 2.6                 
Vardas1500     Pavarde1500    2.8                 3                   
Vardas3473     Pavarde3473    2.8                 2.6                 
Vardas2414     Pavarde2414    2.8                 2.6                 
Vardas755      Pavarde755     2.8                 2.6                 
Vardas7361     Pavarde7361    2.8                 3                   
Vardas1806     Pavarde1806    2.8                 2.6                 
Vardas1254     Pavarde1254    2.8                 3.4                 
Vardas6935     Pavarde6935    2.8                 3.4                 
Vardas7876     Pavarde7876    2.8                 2.6                 
Vardas8574     Pavarde8574    2.8                 3.8                 
Vardas6760     Pavarde6760    2.8                 3                   
Vardas1317     Pavarde1317    2.8                 3.4                 
Vardas2278     Pavarde2278    2.8                 2.6                 
Vardas6758     Pavarde6758    2.8                 3                   
Vardas2848     Pavarde2848    2.8                 3                   
Vardas1407     Pavarde1407    2.8                 3.4                 
Vardas8973     Pavarde8973    2.8                 3                   
Vardas1622     Pavarde1622    2.8                 3                   
Vardas9034     Pavarde9034    2.8                 2.6                 
Vardas56       Pavarde56      2.8                 3                   
Vardas3613     Pavarde3613    2.8                 2.2                 
Vardas1388     Pavarde1388    2.8                 2.2                 
Vardas5172     Pavarde5172    2.8                 3.4                 
Vardas2260     Pavarde2260    2.8                 2.2                 
Vardas9533     Pavarde9533    2.8                 3.4                 
Vardas3049     Pavarde3049    2.8                 3.4                 
Vardas3395     Pavarde3395    2.8                 2.2                 
Vardas4580     Pavarde4580    2.8                 3.4                 
Vardas5033     Pavarde5033    2.8                 2.6                 
Vardas4573     Pavarde4573    2.8                 2.6                 
Vardas6749     Pavarde6749    2.8                 3                   
Vardas2776     Pavarde2776    2.8                 3                   
Vardas2654     Pavarde2654    2.8                 2.6                 
Vardas3727     Pavarde3727    2.8                 2.6                 
Vardas6487     Pavarde6487    2.8                 3                   
Vardas6707     Pavarde6707    2.8                 2.2                 
Vardas9407     Pavarde9407    2.8                 2.8                 
Vardas4385     Pavarde4385    2.8                 2.4                 
Vardas4802     Pavarde4802    2.8                 3.2                 
Vardas6878     Pavarde6878    2.8                 2.4                 
Vardas5060     Pavarde5060    2.8                 2.8                 
Vardas6417     Pavarde6417    2.8                 2.4                 
Vardas4507     Pavarde4507    2.8                 2.4                 
Vardas4795     Pavarde4795    2.8                 2.4                 
Vardas2448     Pavarde2448    2.8                 2.4                 
Vardas1342     Pavarde1342    2.8                 2.8                 
Vardas7905     Pavarde7905    2.8                 2.4                 
Vardas2863     Pavarde2863    2.8                 2.8                 
Vardas6311     Pavarde6311    2.8                 1.6                 
Vardas8612     Pavarde8612    2.8                 2.8                 
Vardas9102     Pavarde9102    2.8                 3.2                 
Vardas3256     Pavarde3256    2.8                 2.8                 
Vardas406      Pavarde406     2.8                 2.8                 
Vardas5388     Pavarde5388    2.8                 2.8                 
Vardas6340     Pavarde6340    2.8                 2.8                 
Vardas9892     Pavarde9892    2.8                 2.4                 
Vardas8459     Pavarde8459    2.8                 2.8                 
Vardas7172     Pavarde7172    2.8                 1.6                 
Vardas5882     Pavarde5882    2.8                 2.8                 
Vardas1370     Pavarde1370    2.8                 3.2                 
Vardas8186     Pavarde8186    2.8                 2.8                 
Vardas6966     Pavarde6966    2.8                 3.2                 
Vardas2582     Pavarde2582    2.8                 2.8                 
Vardas7295     Pavarde7295    2.8                 2                   
Vardas6404     Pavarde6404    2.8                 2.8                 
Vardas6345     Pavarde6345    2.8                 2                   
Vardas4522     Pavarde4522    2.8                 2.8                 
Vardas7589     Pavarde7589    2.8                 2.4                 
Vardas1665     Pavarde1665    2.8                 2.8                 
Vardas3027     Pavarde3027    2.8                 2.8                 
Vardas7514     Pavarde7514    2.8                 2                   
Vardas9678     Pavarde9678    2.8                 2.8                 
Vardas4212     Pavarde4212    2.8                 2.2                 
Vardas3778     Pavarde3778    2.8                 2.6                 
Vardas635      Pavarde635     2.8                 2.2                 
Vardas7203     Pavarde7203    2.8                 3.4                 
Vardas1326     Pavarde1326    2.8                 2.6                 
Vardas2498     Pavarde2498    2.8                 3.4                 
Vardas2869     Pavarde2869    2.8                 3                   
Vardas5763     Pavarde5763    2.8                 3                   
Vardas3933     Pavarde3933    2.8                 2.6                 
Vardas5239     Pavarde5239    2.8                 2.6                 
Vardas5087     Pavarde5087    2.8                 2.6                 
Vardas2888     Pavarde2888    2.8                 3                   
Vardas8047     Pavarde8047    2.8                 3.4                 
Vardas1850     Pavarde1850    2.8                 2.2                 
Vardas9294     Pavarde9294    2.8                 3                   
Vardas453      Pavarde453     2.8                 2.2                 
Vardas443      Pavarde443     2.8                 2.6                 
Vardas8672     Pavarde8672    2.8                 2.2                 
Vardas822      Pavarde822     2.8                 2.6                 
Vardas1383     Pavarde1383    2.8                 3                   
Vardas8308     Pavarde8308    2.8                 2.2                 
Vardas124      Pavarde124     2.8                 3                   
Vardas7802     Pavarde7802    2.8                 2.2                 
Vardas1049     Pavarde1049    2.8                 3.4                 
Vardas1058     Pavarde1058    2.8                 3                   
Vardas7645     Pavarde7645    2.8                 3.8                 
Vardas3488     Pavarde3488    2.8                 3                   
Vardas961      Pavarde961     2.8                 2.6                 
Vardas7633     Pavarde7633    2.8                 3                   
Vardas9956     Pavarde9956    2.8                 2.6                 
Vardas2010     Pavarde2010    2.8                 3                   
Vardas4583     Pavarde4583    2.8                 2.6                 
Vardas214      Pavarde214     2.8                 2.6                 
Vardas7623     Pavarde7623    2.8                 3                   
Vardas57       Pavarde57      2.8                 2.2                 
Vardas2233     Pavarde2233    2.8                 2.2                 
Vardas6947     Pavarde6947    2.8                 2.2                 
Vardas3649     Pavarde3649    2.8                 3.4                 
Vardas4469     Pavarde4469    2.8                 3                   
Vardas6869     Pavarde6869    2.8                 3.4                 
Vardas9075     Pavarde9075    2.8                 3                   
Vardas1781     Pavarde1781    2.8                 2.6                 
Vardas8928     Pavarde8928    2.8                 3                   
Vardas5897     Pavarde5897    2.8                 3                   
Vardas6841     Pavarde6841    2.8                 2.6                 
Vardas9920     Pavarde9920    2.8                 2.2                 
Vardas5336     Pavarde5336    2.8                 3.4                 
Vardas8422     Pavarde8422    2.8                 1.8                 
Vardas4658     Pavarde4658    2.8                 3                   
Vardas9229     Pavarde9229    2.8                 3                   
Vardas9671     Pavarde9671    2.8                 3                   
Vardas5522     Pavarde5522    2.8                 3                   
Vardas2679     Pavarde2679    2.8                 3                   
Vardas6514     Pavarde6514    2.8                 3                   
Vardas4567     Pavarde4567    2.8                 3                   
Vardas4007     Pavarde4007    2.8                 2.2                 
Vardas5385     Pavarde5385    2.8                 3                   
Vardas5064     Pavarde5064    2.8                 2.6                 
Vardas4230     Pavarde4230    2.8                 2.2                 
Vardas9795     Pavarde9795    2.8                 2.6                 
Vardas3725     Pavarde3725    2.8                 3                   
Vardas3968     Pavarde3968    2.8                 1.8                 
Vardas4049     Pavarde4049    2.8                 2.6                 
Vardas7139     Pavarde7139    2.8                 3.4                 
Vardas4759     Pavarde4759    2.8                 2.6                 
Vardas1727     Pavarde1727    2.8                 3                   
Vardas5231     Pavarde5231    2.8                 2.6                 
Vardas5706     Pavarde5706    2.8                 2.6                 
Vardas4215     Pavarde4215    2.8                 3                   
Vardas7346     Pavarde7346    2.8                 2.2                 
Vardas6359     Pavarde6359    2.8                 3                   
Vardas7207     Pavarde7207    2.8                 2.6                 
Vardas6460     Pavarde6460    2.8                 3.4                 
Vardas6767     Pavarde6767    2.8                 2.6                 
Vardas6507     Pavarde6507    2.8                 2.6                 
Vardas6637     Pavarde6637    2.8                 2.6                 
Vardas4643     Pavarde4643    2.7                 2.4                 
Vardas3133     Pavarde3133    2.7                 2.4                 
Vardas4637     Pavarde4637    2.7                 2.8                 
Vardas9139     Pavarde9139    2.7                 2.8                 
Vardas7998     Pavarde7998    2.7                 2                   
Vardas3900     Pavarde3900    2.7                 3.2                 
Vardas984      Pavarde984     2.7                 2.4                 
Vardas2184     Pavarde2184    2.7                 2                   
Vardas4957     Pavarde4957    2.7                 2.8                 
Vardas8562     Pavarde8562    2.7                 2.4                 
Vardas4311     Pavarde4311    2.7                 2.8                 
Vardas2806     Pavarde2806    2.7                 2                   
Vardas3533     Pavarde3533    2.7                 2                   
Vardas4271     Pavarde4271    2.7                 2.4                 
Vardas1086     Pavarde1086    2.7                 3.2                 
Vardas4540     Pavarde4540    2.7                 2                   
Vardas935      Pavarde935     2.7                 3.2                 
Vardas7913     Pavarde7913    2.7                 2.4                 
Vardas96       Pavarde96      2.7                 2.4                 
Vardas8540     Pavarde8540    2.7                 2.8                 
Vardas8183     Pavarde8183    2.7                 2.8                 
Vardas9944     Pavarde9944    2.7                 2                   
Vardas1208     Pavarde1208    2.7                 3.2                 
Vardas968      Pavarde968     2.7                 2.4                 
Vardas3675     Pavarde3675    2.7                 2.4                 
Vardas9809     Pavarde9809    2.7                 2                   
Vardas7861     Pavarde7861    2.7                 2.8                 
Vardas1239     Pavarde1239    2.7                 2.4                 
Vardas8493     Pavarde8493    2.7                 2.4                 
Vardas5892     Pavarde5892    2.7                 2.4                 
Vardas532      Pavarde532     2.7                 2                   
Vardas3096     Pavarde3096    2.7                 3                   
Vardas5583     Pavarde5583    2.7                 2.6                 
Vardas720      Pavarde720     2.7                 2.2                 
Vardas4927     Pavarde4927    2.7                 3                   
Vardas3655     Pavarde3655    2.7                 3                   
Vardas4649     Pavarde4649    2.7                 2.2                 
Vardas9096     Pavarde9096    2.7                 2.6                 
Vardas8976     Pavarde8976    2.7                 2.2                 
Vardas1266     Pavarde1266    2.7                 2.6                 
Vardas5852     Pavarde5852    2.7                 2.2                 
Vardas9499     Pavarde9499    2.7                 2.6                 
Vardas218      Pavarde218     2.7                 2.6                 
Vardas2800     Pavarde2800    2.7                 1.8                 
Vardas5845     Pavarde5845    2.7                 2.6                 
Vardas2269     Pavarde2269    2.7                 2.6                 
Vardas5484     Pavarde5484    2.7                 3                   
Vardas1544     Pavarde1544    2.7                 3.4                 
Vardas8877     Pavarde8877    2.7                 2.6                 
Vardas7512     Pavarde7512    2.7                 2.6                 
Vardas1204     Pavarde1204    2.7                 3                   
Vardas3970     Pavarde3970    2.7                 2.2                 
Vardas9155     Pavarde9155    2.7                 2.6                 
Vardas1690     Pavarde1690    2.7                 2.6                 
Vardas3195     Pavarde3195    2.7                 2.6                 
Vardas5694     Pavarde5694    2.7                 2.6                 
Vardas8196     Pavarde8196    2.7                 2.2                 
Vardas5082     Pavarde5082    2.7                 3                   
Vardas7770     Pavarde7770    2.7                 3                   
Vardas4910     Pavarde4910    2.7                 1.8                 
Vardas8310     Pavarde8310    2.7                 3                   
Vardas6142     Pavarde6142    2.7                 2.2                 
Vardas1530     Pavarde1530    2.7                 2.2                 
Vardas9846     Pavarde9846    2.7                 2.2                 
Vardas398      Pavarde398     2.7                 2.6                 
Vardas5532     Pavarde5532    2.7                 2.2                 
Vardas2397     Pavarde2397    2.7                 3                   
Vardas2621     Pavarde2621    2.7                 2.6                 
Vardas9198     Pavarde9198    2.7                 3                   
Vardas9689     Pavarde9689    2.7                 2.2                 
Vardas6729     Pavarde6729    2.7                 2.2                 
Vardas8393     Pavarde8393    2.7                 2.2                 
Vardas8099     Pavarde8099    2.7                 2.2                 
Vardas5830     Pavarde5830    2.7                 3                   
Vardas5712     Pavarde5712    2.7                 1.8                 
Vardas3571     Pavarde3571    2.7                 2.2                 
Vardas6663     Pavarde6663    2.7                 3                   
Vardas9068     Pavarde9068    2.7                 2.6                 
Vardas7973     Pavarde7973    2.7                 3                   
Vardas5397     Pavarde5397    2.7                 2.6                 
Vardas7450     Pavarde7450    2.7                 2.6                 
Vardas1375     Pavarde1375    2.7                 2.6                 
Vardas1755     Pavarde1755    2.7                 2.6                 
Vardas7180     Pavarde7180    2.7                 2.2                 
Vardas7096     Pavarde7096    2.7                 2.2                 
Vardas517      Pavarde517     2.7                 2.2                 
Vardas3803     Pavarde3803    2.7                 2.6                 
Vardas9344     Pavarde9344    2.7                 3                   
Vardas3545     Pavarde3545    2.7                 2.6                 
Vardas7958     Pavarde7958    2.7                 2.2                 
Vardas4362     Pavarde4362    2.7                 2.6                 
Vardas7974     Pavarde7974    2.7                 2.6                 
Vardas7262     Pavarde7262    2.7                 2.2                 
Vardas4803     Pavarde4803    2.7                 3                   
Vardas6905     Pavarde6905    2.7                 2.6                 
Vardas534      Pavarde534     2.7                 2.2                 
Vardas5781     Pavarde5781    2.7                 2.6                 
Vardas1251     Pavarde1251    2.7                 2.6                 
Vardas5945     Pavarde5945    2.7                 2.2                 
Vardas9396     Pavarde9396    2.6                 2.4                 
Vardas4054     Pavarde4054    2.6                 2.4                 
Vardas739      Pavarde739     2.6                 2.8                 
Vardas9166     Pavarde9166    2.6                 2.4                 
Vardas2052     Pavarde2052    2.6                 2.4                 
Vardas7994     Pavarde7994    2.6                 2.4                 
Vardas6573     Pavarde6573    2.6                 2.8                 
Vardas8566     Pavarde8566    2.6                 2.4                 
Vardas4255     Pavarde4255    2.6                 2.4                 
Vardas5806     Pavarde5806    2.6                 2                   
Vardas5208     Pavarde5208    2.6                 2                   
Vardas9870     Pavarde9870    2.6                 2.8                 
Vardas3453     Pavarde3453    2.6                 2.8                 
Vardas7050     Pavarde7050    2.6                 2.8                 
Vardas7896     Pavarde7896    2.6                 2.8                 
Vardas6214     Pavarde6214    2.6                 2.4                 
Vardas4241     Pavarde4241    2.6                 3.2                 
Vardas6152     Pavarde6152    2.6                 2                   
Vardas8006     Pavarde8006    2.6                 2.4                 
Vardas6672     Pavarde6672    2.6                 2.6                 
Vardas8536     Pavarde8536    2.6                 2.6                 
Vardas4604     Pavarde4604    2.6                 3.4                 
Vardas1395     Pavarde1395    2.6                 2.6                 
Vardas4185     Pavarde4185    2.6                 3                   
Vardas692      Pavarde692     2.6                 2.2                 
Vardas3750     Pavarde3750    2.6                 2.6                 
Vardas7480     Pavarde7480    2.6                 2.6                 
Vardas6502     Pavarde6502    2.6                 3                   
Vardas697      Pavarde697     2.6                 3                   
Vardas3155     Pavarde3155    2.6                 2.2                 
Vardas7498     Pavarde7498    2.6                 2.2                 
Vardas3190     Pavarde3190    2.6                 2.2                 
Vardas7927     Pavarde7927    2.6                 2.2                 
Vardas3196     Pavarde3196    2.6                 2.6                 
Vardas8467     Pavarde8467    2.6                 2.6                 
Vardas518      Pavarde518     2.6                 2.6                 
Vardas513      Pavarde513     2.6                 2.2                 
Vardas4231     Pavarde4231    2.6                 2.2                 
Vardas9750     Pavarde9750    2.6                 3                   
Vardas3259     Pavarde3259    2.6                 2.2                 
Vardas8424     Pavarde8424    2.6                 3                   
Vardas3572     Pavarde3572    2.6                 2.2                 
Vardas3680     Pavarde3680    2.6                 2.2                 
Vardas9196     Pavarde9196    2.6                 2.6                 
Vardas3653     Pavarde3653    2.6                 2.6                 
Vardas4269     Pavarde4269    2.6                 2.6                 
Vardas432      Pavarde432     2.6                 1.8                 
Vardas8978     Pavarde8978    2.6                 2.6                 
Vardas9171     Pavarde9171    2.6                 3                   
Vardas3588     Pavarde3588    2.6                 3                   
Vardas5957     Pavarde5957    2.6                 2.6                 
Vardas6565     Pavarde6565    2.6                 2.6                 
Vardas881      Pavarde881     2.6                 3                   
Vardas229      Pavarde229     2.6                 2.6                 
Vardas7693     Pavarde7693    2.6                 2.6                 
Vardas4482     Pavarde4482    2.6                 2.6                 
Vardas6989     Pavarde6989    2.6                 2.2                 
Vardas2056     Pavarde2056    2.6                 2.6                 
Vardas9127     Pavarde9127    2.6                 2.6                 
Vardas4294     Pavarde4294    2.6                 3.4                 
Vardas2702     Pavarde2702    2.6                 2.2                 
Vardas4018     Pavarde4018    2.6                 2.6                 
Vardas2751     Pavarde2751    2.6                 2.6                 
Vardas9481     Pavarde9481    2.6                 2.6                 
Vardas9489     Pavarde9489    2.6                 2.2                 
Vardas4110     Pavarde4110    2.6                 2.6                 
Vardas5674     Pavarde5674    2.6                 1.8                 
Vardas7220     Pavarde7220    2.6                 2.2                 
Vardas8717     Pavarde8717    2.6                 2.6                 
Vardas8614     Pavarde8614    2.6                 2.6                 
Vardas9549     Pavarde9549    2.6                 2.2                 
Vardas1410     Pavarde1410    2.6                 1.8                 
Vardas2890     Pavarde2890    2.6                 2.6                 
Vardas1771     Pavarde1771    2.6                 2.2                 
Vardas1631     Pavarde1631    2.6                 1.8                 
Vardas7166     Pavarde7166    2.6                 3                   
Vardas1876     Pavarde1876    2.6                 3                   
Vardas5316     Pavarde5316    2.6                 2.6                 
Vardas9560     Pavarde9560    2.6                 2.2                 
Vardas6383     Pavarde6383    2.6                 2.8                 
Vardas4936     Pavarde4936    2.6                 2                   
Vardas7456     Pavarde7456    2.6                 2.4                 
Vardas2418     Pavarde2418    2.6                 2.4                 
Vardas3651     Pavarde3651    2.6                 2                   
Vardas3320     Pavarde3320    2.6                 2.4                 
Vardas5356     Pavarde5356    2.6                 2                   
Vardas6324     Pavarde6324    2.6                 2.4                 
Vardas9467     Pavarde9467    2.6                 2.4                 
Vardas5386     Pavarde5386    2.6                 2                   
Vardas7568     Pavarde7568    2.6                 2.4                 
Vardas4983     Pavarde4983    2.6                 2.4                 
Vardas2053     Pavarde2053    2.6                 2                   
Vardas1871     Pavarde1871    2.6                 2.8                 
Vardas7184     Pavarde7184    2.6                 2                   
Vardas9199     Pavarde9199    2.5                 2.2                 
Vardas2383     Pavarde2383    2.5                 2.2                 
Vardas7908     Pavarde7908    2.5                 2.6                 
Vardas3777     Pavarde3777    2.5                 2.6                 
Vardas7892     Pavarde7892    2.5                 3                   
Vardas9497     Pavarde9497    2.5                 3                   
Vardas5222     Pavarde5222    2.5                 2.2                 
Vardas2666     Pavarde2666    2.5                 2.2                 
Vardas7822     Pavarde7822    2.5                 2.6                 
Vardas2894     Pavarde2894    2.5                 2.6                 
Vardas4112     Pavarde4112    2.5                 3                   
Vardas1874     Pavarde1874    2.5                 2.2                 
Vardas238      Pavarde238     2.5                 1.8                 
Vardas3678     Pavarde3678    2.5                 2.6                 
Vardas4587     Pavarde4587    2.5                 2.6                 
Vardas5905     Pavarde5905    2.5                 2.2                 
Vardas3291     Pavarde3291    2.5                 2.2                 
Vardas9823     Pavarde9823    2.5                 2.6                 
Vardas4965     Pavarde4965    2.5                 1.8                 
Vardas2923     Pavarde2923    2.5                 2.2                 
Vardas6982     Pavarde6982    2.5                 2.6                 
Vardas2777     Pavarde2777    2.5                 3                   
Vardas1096     Pavarde1096    2.5                 2.2                 
Vardas5073     Pavarde5073    2.5                 2.2                 
Vardas7366     Pavarde7366    2.5                 2.2                 
Vardas5052     Pavarde5052    2.5                 1.8                 
Vardas5101     Pavarde5101    2.5                 2.6                 
